vendor_id,vendor_name,gstin,state,business_type,gst_status,registration_date,compliance_rating
VND00542,"Bright, Owens and Robinson",25HH1M5FJAQLUZ1,Wisconsin,Service,Active,2023-03-02,89
VND00543,Perez and Sons,140HYH7ALDO0NZ6,Michigan,Trader,Active,2020-03-09,26
VND00544,Shepard-Jones,37QXNH4XYZ50DZ1,Oregon,Manufacturer,Active,2023-11-29,57
VND00545,Beck-Hall,3331RUJV1W78KZ4,Washington,Service,Active,2024-02-11,40
VND00546,Petersen-White,12TN96Y7VLA5TZ5,West Virginia,Manufacturer,Active,2022-01-30,40
VND00547,Gray and Sons,19ACFH1FOMZWHZ8,Minnesota,Service,Active,2018-06-12,47
VND00548,Dodson-Fuentes,32N814HQPOSURZ8,Hawaii,Service,Active,2023-06-04,89
VND00549,Lucas Group,15T7EM6YKLM6KZ4,Minnesota,Manufacturer,Active,2018-06-25,46
VND00550,Baldwin-Levine,20XU9VQ4P18ZBZ5,Minnesota,Manufacturer,Cancelled,2024-06-01,99
VND00551,"Harper, Simmons and Maldonado",31OSPME67TD06Z8,West Virginia,Service,Active,2018-08-31,35
VND00552,Harrington-Mccormick,234EZDZ6P31A2Z7,Alabama,Manufacturer,Active,2020-10-26,60
VND00553,"Adams, Williams and Jones",372I1GLZASERJZ5,South Dakota,Service,Cancelled,2022-08-12,55
VND00554,"Brooks, Henry and Howell",10YU8ULMR7FBDZ6,New Hampshire,Trader,Active,2019-03-06,11
VND00555,Collier LLC,101PQLNBFSITIZ8,North Carolina,Trader,Active,2018-08-31,43
VND00556,Copeland PLC,336FJW9HZSPDTZ6,Colorado,Manufacturer,Active,2019-02-22,53
VND00557,"Anderson, Williams and Edwards",31RA1QX18E8WCZ4,Arizona,Trader,Active,2019-08-20,71
VND00558,Carroll-Sawyer,23BBGPYTYQLUTZ3,New Hampshire,Trader,Active,2022-11-22,70
VND00559,Simpson Inc,19GK20YBZ6SI7Z3,Minnesota,Manufacturer,Active,2020-09-20,43
VND00560,Smith PLC,193V7YVWASNQ4Z6,Missouri,Trader,Active,2020-02-04,38
VND00561,"Duran, Ponce and Johnston",28LH4MLPU0OC2Z1,Michigan,Trader,Active,2024-03-14,30
VND00562,"Nguyen, Cohen and Garcia",22GFILBV1REJSZ5,North Carolina,Manufacturer,Active,2019-05-11,39
VND00563,Rivera-Haynes,30GHRJVX5Z0OYZ9,Connecticut,Service,Active,2022-03-19,50
VND00564,Garcia LLC,34HQMJJN7GGD8Z2,Connecticut,Manufacturer,Suspended,2019-07-01,77
VND00565,Hester-Curry,15MW22GW9JE1YZ3,West Virginia,Manufacturer,Active,2020-10-29,49
VND00566,Lang-Welch,28SKO7E6ZXV4JZ2,Alaska,Trader,Active,2023-06-21,49
VND00567,Hernandez-Anderson,299IYU4TPU7EQZ9,Ohio,Manufacturer,Active,2020-07-13,62
VND00568,Payne-Smith,34SVXU6YCX7UHZ9,Alabama,Service,Active,2021-07-13,37
VND00569,"Elliott, Sloan and Richards",13S7DP59YA9KRZ6,Oklahoma,Service,Active,2022-10-08,70
VND00570,"Blackwell, Jenkins and Obrien",23A3JVD2Q5KORZ9,Arkansas,Trader,Active,2025-11-08,47
VND00571,Gonzalez PLC,29V6XEW3IFCFBZ5,Florida,Trader,Active,2024-12-06,45
VND00572,Wheeler-Booth,13Z0D9RBT7UIQZ1,Virginia,Service,Active,2021-11-17,89
VND00573,Knapp LLC,10JONYPEMV4FTZ4,Florida,Service,Active,2022-03-14,93
VND00574,Collins-Roy,19KZKT37NM09LZ1,Maryland,Manufacturer,Active,2025-07-26,39
VND00575,Frazier-Perez,23QXURKNP35MXZ8,Colorado,Manufacturer,Active,2025-03-09,80
VND00576,Wilcox-Wise,121BQN3E6VN25Z5,Arizona,Service,Active,2018-07-21,12
VND00577,"Lawson, Berry and Dunn",30D1XQ7A8F2UXZ5,Maine,Trader,Active,2022-12-26,55
VND00578,Rowland-Atkinson,34WIQGFY48Z57Z4,Maryland,Service,Active,2026-01-03,98
VND00579,Douglas Ltd,20U00PGEAD0OOZ7,Virginia,Trader,Active,2021-08-17,95
VND00580,Campbell Ltd,225V7L884RTHEZ4,Michigan,Trader,Active,2021-09-12,87
VND00581,Moore PLC,37489DQ3TVWF1Z5,Indiana,Manufacturer,Cancelled,2022-07-30,47
VND00582,Carpenter and Sons,18IHNEJRS6XRYZ2,Minnesota,Service,Active,2020-08-30,53
VND00583,"Mccarty, Myers and Smith",114RK9TL0X4NWZ6,New York,Service,Active,2022-09-14,61
VND00584,Smith-Snow,196MSR2UOY2DPZ5,Maryland,Manufacturer,Active,2020-02-18,63
VND00585,"Brown, Patterson and Hardy",16G0C5R9G1PXCZ7,Connecticut,Service,Active,2024-04-21,33
VND00586,Bell-Kennedy,19AC884RX41THZ6,New Hampshire,Service,Active,2021-02-26,64
VND00587,Barajas-Quinn,33038ROQ0H0V2Z3,Georgia,Service,Active,2025-04-09,82
VND00588,Clayton PLC,3565ZRKU86HWYZ9,Arizona,Manufacturer,Active,2018-10-27,76
VND00589,Ross-Neal,16AOFJM2UMMREZ7,Virginia,Manufacturer,Active,2019-08-15,35
VND00590,"Diaz, Underwood and Peterson",184H1NRFY44QBZ1,Idaho,Service,Suspended,2021-12-09,16
VND00591,"Miller, Murphy and Henderson",343ZKNE65KFAMZ4,Oregon,Trader,Active,2022-10-17,16
VND00592,Reyes-Chavez,1611QRIY0RF11Z8,Wisconsin,Service,Active,2021-05-29,71
VND00593,Gross-Larson,132TODX64HLC5Z5,Texas,Service,Active,2023-06-16,33
VND00594,"Payne, Woodard and Oliver",287XS1BW9UFMIZ1,Colorado,Service,Cancelled,2020-09-18,46
VND00595,Martinez-Moore,30GYNHPWRGEW2Z3,Maine,Service,Active,2018-08-14,60
VND00596,"Wolfe, Terry and Martinez",127WA8NGK1PEBZ6,Minnesota,Trader,Active,2025-04-29,10
VND00597,Larsen-Wheeler,20IMJ7GRTG8H5Z6,Georgia,Manufacturer,Active,2019-09-24,43
VND00598,Wright-Barker,11WHYT3FHALJ7Z1,South Dakota,Trader,Active,2021-06-17,68
VND00599,Hoffman Ltd,27RE8E2E94GT7Z9,Ohio,Trader,Active,2020-04-03,50
VND00600,Johnson Inc,248T2SJU9WROAZ9,Colorado,Trader,Cancelled,2018-08-26,48
VND00601,Davidson-Harris,22D6397K120WMZ3,Alabama,Trader,Active,2018-06-18,63
VND00602,Gross PLC,20GPRI2EC05G7Z5,Rhode Island,Service,Active,2019-10-09,10
VND00603,Wade Group,34Y13A9Y1KKGXZ9,South Carolina,Trader,Cancelled,2019-12-04,0
VND00604,"Ortiz, Kent and Williams",25424JQ5J6HS2Z7,Kentucky,Trader,Active,2025-05-02,59
VND00605,Olson Inc,130B0FH109FNEZ3,Iowa,Trader,Active,2025-11-08,74
VND00606,"Mcdowell, Lyons and West",29Q38MA48TUPUZ8,Washington,Manufacturer,Active,2018-05-30,100
VND00607,"Smith, Allen and Smith",300MA9R8CCWONZ7,Oregon,Trader,Suspended,2024-12-04,61
VND00608,Hart-Bryan,107JFW0BSASURZ1,Iowa,Manufacturer,Active,2019-05-02,74
VND00609,Miller Ltd,34DSMPWXI7PVDZ7,Virginia,Manufacturer,Suspended,2022-11-13,6
VND00610,Brown-Rojas,31WGFBS4BG8AKZ6,New York,Manufacturer,Active,2024-05-06,38
VND00611,Koch-Hansen,34H5RAKL1A84ZZ2,Arkansas,Manufacturer,Active,2018-04-21,23
VND00612,Wells-Rhodes,197TR21YPD7DOZ4,Tennessee,Trader,Active,2024-03-21,21
VND00613,Martin Inc,11XNDLO699LGFZ4,Vermont,Trader,Cancelled,2023-03-25,26
VND00614,Flores-Gutierrez,31JZ1UQ7SMFL6Z9,Maryland,Trader,Cancelled,2025-10-27,31
VND00615,Green-Wang,32T7KNNW0SLFYZ7,Nebraska,Manufacturer,Active,2018-10-07,14
VND00616,Romero and Sons,24WKMMOBSWPZOZ8,Arkansas,Service,Active,2022-05-03,55
VND00617,"West, Davis and Marshall",22GM40EMYC7RBZ2,South Dakota,Manufacturer,Cancelled,2025-07-04,6
VND00618,Turner-Mccoy,17OIY69H47M25Z3,Oregon,Service,Active,2020-10-08,37
VND00619,Burch-Garcia,12HTWUUW35R9HZ9,Colorado,Trader,Active,2024-08-19,34
VND00620,Garrett Group,12489NMXTFFLNZ6,Mississippi,Trader,Active,2023-01-23,99
VND00621,Rios LLC,1496XMHMU1MNYZ8,Wyoming,Trader,Active,2025-01-07,13
VND00622,Rodgers-Gamble,18HF6MCVIU6JSZ1,Oklahoma,Manufacturer,Active,2024-12-27,61
VND00623,Nguyen LLC,37CB3YASJ0NPRZ6,New Jersey,Manufacturer,Active,2022-10-08,55
VND00624,Woodard-Copeland,22FZ58KHYSFGIZ7,Alabama,Trader,Cancelled,2020-04-25,54
VND00625,"Wilson, Nixon and Mcmahon",15BDHW2PV2P5EZ1,Massachusetts,Trader,Active,2022-11-24,51
VND00626,Herrera-Ibarra,266NS6FQ5I70DZ9,Iowa,Service,Active,2026-01-03,94
VND00627,Schwartz-Armstrong,18EL4ZMZU85X2Z6,Utah,Manufacturer,Active,2026-01-20,54
VND00628,Garrett-Mitchell,26AV9U4OW6OQMZ6,Delaware,Service,Active,2019-02-26,38
VND00629,Peterson Ltd,20UE0RQYXTYTPZ7,Maryland,Manufacturer,Active,2018-05-16,34
VND00630,"Jones, Wilkins and Simpson",219WAMW23VPTJZ4,Kansas,Service,Suspended,2024-03-25,61
VND00631,"Goodwin, Perry and Ross",19BUO33WVWUEPZ2,Maine,Service,Active,2020-09-11,0
VND00632,Morrison LLC,28L8U66T6POOPZ7,North Dakota,Manufacturer,Suspended,2021-02-06,9
VND00633,Baker-Peterson,12A9NFY10IQZWZ2,Nebraska,Manufacturer,Active,2022-05-31,30
VND00634,"Hunt, Watson and Morgan",333U67SUAJ62GZ9,New York,Trader,Active,2020-06-30,42
VND00635,Berg and Sons,213H5DWUAYMF3Z6,Connecticut,Service,Active,2021-01-25,8
VND00636,Young Group,1166TSNAC4MPHZ4,Virginia,Trader,Active,2023-01-07,14
VND00637,Blackwell-Thomas,22ONTHLHR9TYLZ3,Oklahoma,Service,Cancelled,2018-08-29,16
VND00638,"Turner, Taylor and Mcclain",3315L3LS4DSGKZ1,Tennessee,Manufacturer,Active,2022-12-20,97
VND00639,"Perez, Walter and Bailey",27XO5KNH8SBPAZ2,Utah,Trader,Cancelled,2025-07-18,67
VND00640,Baker-Knapp,27NIZ5IZOIT6LZ4,Nevada,Trader,Suspended,2024-01-23,75
VND00641,Pruitt-Walker,18U0DIX3FD1UYZ9,North Carolina,Trader,Active,2021-09-29,35
VND00642,"Salas, Torres and Joseph",24R8X0EL5I7OCZ4,Arizona,Service,Suspended,2026-02-05,57
VND00643,Gibson-Howard,10G3INJWSSARRZ7,Connecticut,Trader,Active,2019-04-03,38
VND00644,"Craig, Oconnell and Morris",242BP0QHC07DIZ1,Rhode Island,Trader,Active,2024-07-03,39
VND00645,"Jacobs, Adams and Jones",22X4Y6XJL5S16Z5,Mississippi,Trader,Suspended,2023-02-19,79
VND00646,Shepard PLC,12RRJDFLXSAQIZ8,South Carolina,Manufacturer,Active,2018-10-04,63
VND00647,Boone-Lara,236WZ5N1G1S9NZ5,Missouri,Service,Active,2024-07-29,50
VND00648,"Sanchez, Guerra and Stevenson",310C2P9LHTTSQZ5,Arkansas,Trader,Active,2020-07-23,33
VND00649,Miller-Rogers,331HAG1W1KA82Z9,Tennessee,Manufacturer,Active,2025-03-19,44
VND00650,"Bowman, Odom and Hernandez",23T8QUUZ0XMQKZ2,Utah,Trader,Active,2023-03-02,48
VND00651,"Fernandez, Wright and Morgan",34EJ2K3LVC8TWZ8,Illinois,Service,Active,2025-03-08,62
VND00652,Wagner LLC,141FR2SRLAZI3Z1,California,Manufacturer,Active,2024-09-17,96
VND00653,Lane-Kennedy,140TQ7VKQS3CUZ7,Minnesota,Manufacturer,Active,2020-07-14,41
VND00654,Knox-Burns,35SFG1Q679YFXZ3,Tennessee,Manufacturer,Active,2020-10-25,2
VND00655,Lopez LLC,17B70Y8Z9FZEBZ9,Mississippi,Trader,Active,2019-04-17,93
VND00656,"Moore, Scott and Brown",2254N93RRQ1A5Z7,Louisiana,Manufacturer,Active,2021-04-05,65
VND00657,Brown and Sons,20V0F4I9H3N1YZ5,Tennessee,Trader,Active,2026-02-27,73
VND00658,"Smith, Hall and Patrick",30OPQV16S30QAZ6,Massachusetts,Trader,Active,2024-02-23,24
VND00659,Roy-Johnston,37QSBZ7AFLCJIZ8,Nevada,Trader,Active,2019-10-22,29
VND00660,"Greene, Palmer and Rodriguez",289BEUD60L2P8Z1,Pennsylvania,Trader,Active,2023-10-12,42
VND00661,Miller-Rosales,24THASGYI3PMLZ8,California,Trader,Active,2019-08-22,88
VND00662,Howard Group,257CDJN51A62PZ2,Michigan,Trader,Active,2020-04-03,60
VND00663,"Garcia, Vance and Young",19GVOILVEBV58Z3,Kansas,Manufacturer,Active,2022-05-02,43
VND00664,"Baker, Miles and Walker",203JFH3UUM3ZGZ8,North Dakota,Trader,Active,2022-06-11,36
VND00665,Rice-Houston,101LJ361RFTGNZ1,Utah,Manufacturer,Active,2025-12-01,43
VND00666,Edwards-Pierce,35NXDK52JTCJGZ6,Idaho,Trader,Cancelled,2023-02-12,80
VND00667,Crawford-Bradford,13152CHBKOG49Z4,Rhode Island,Trader,Active,2022-03-18,81
VND00668,Martinez-Mooney,32UU7APWJSP1SZ4,Arizona,Manufacturer,Active,2023-10-27,83
VND00669,Taylor PLC,102UURNYFFYJBZ1,Indiana,Trader,Suspended,2019-01-13,46
VND00670,Payne and Sons,16CLA8X8WUGIDZ6,Louisiana,Service,Active,2026-01-16,31
VND00671,"Mullins, Snyder and Park",34K2TZ1AX9WO1Z7,Kentucky,Service,Active,2022-11-01,61
VND00672,Thompson Ltd,17J6WNJPACNL5Z6,West Virginia,Service,Active,2018-07-27,93
VND00673,Andrade Inc,36QEE8B73A4YMZ6,New Hampshire,Service,Suspended,2025-11-13,42
VND00674,Butler Group,21S8Q5F6O716QZ9,Washington,Trader,Suspended,2024-08-24,32
VND00675,"Terry, Williams and Scott",37PEJ5H8QYSATZ4,Oregon,Trader,Active,2021-09-28,17
VND00676,Rogers Ltd,11VQRFVVLZXYJZ8,Connecticut,Manufacturer,Suspended,2023-04-24,44
VND00677,Little-Price,27UEI48CS52UFZ6,Washington,Service,Active,2018-12-27,21
VND00678,Cortez Group,24U54XIT8DIHSZ3,New Jersey,Trader,Active,2022-04-18,50
VND00679,"Coleman, Hunter and Fisher",35XRGUIS106PPZ3,Maine,Manufacturer,Active,2020-11-20,7
VND00680,Fleming-Clayton,19A22ZT4S1HVEZ4,Montana,Service,Active,2021-03-20,36
VND00681,"Palmer, Waller and Stout",28EP11WV6Y2I7Z3,Texas,Trader,Active,2020-01-26,21
VND00682,Hensley LLC,11KNVI6DINJCUZ5,Michigan,Service,Active,2024-03-20,74
VND00683,Bell-Daniels,22W1W11B0SOONZ3,Maryland,Service,Active,2025-04-14,7
VND00684,Lopez and Sons,28ZMP0RGNCVNGZ6,New Jersey,Manufacturer,Active,2024-02-06,40
VND00685,"Villanueva, Johnson and Rhodes",12FON57MLTFY5Z1,Michigan,Service,Suspended,2025-11-16,64
VND00686,Thomas PLC,174U3ZP1I9R8KZ4,Louisiana,Trader,Active,2021-05-16,60
VND00687,"Stanley, Moody and Johnson",209KOPHDWIF7YZ4,Utah,Service,Active,2022-01-24,70
VND00688,Maldonado-Wagner,251T7ADKY20YNZ6,Vermont,Trader,Active,2021-07-05,41
VND00689,"Cook, Davis and Patrick",29N5XLYR19WTOZ2,West Virginia,Manufacturer,Suspended,2020-06-25,63
VND00690,Phillips-Brown,10ODQPFMOR4KXZ7,North Carolina,Trader,Active,2020-02-25,60
VND00691,Jackson-Combs,248IG4HBU6RQSZ8,South Dakota,Trader,Active,2023-07-08,39
VND00692,Finley Ltd,37O427BRZXGW4Z5,Kansas,Service,Suspended,2023-03-04,99
VND00693,"Collins, Richardson and Sanchez",161EOCRHOI2SOZ4,Maryland,Service,Active,2022-09-25,21
VND00694,Sanchez-Reed,2358V1HTTJX9UZ9,Nevada,Manufacturer,Active,2024-05-13,1
VND00695,Campbell-Maldonado,14JFLNJ4GG36CZ1,Delaware,Service,Active,2019-08-29,87
VND00696,Johnson Group,335QGAOZQ21AQZ9,Washington,Service,Active,2021-01-17,40
VND00697,Lam LLC,18O3KN8JQFLEDZ6,Mississippi,Service,Active,2020-05-10,97
VND00698,"Estrada, Gomez and Montoya",30VO2M8POYOTYZ4,California,Trader,Active,2019-05-08,60
VND00699,"Horton, Gibson and Chung",15NX1SFQQL2UWZ4,Illinois,Trader,Suspended,2022-11-06,12
VND00700,Miller PLC,22P6EOHH0LMSIZ2,South Dakota,Trader,Active,2022-03-22,62
VND00701,Norton-Cameron,369LXDTCHB6DTZ9,New Mexico,Trader,Active,2021-03-15,35
VND00702,Porter Ltd,32S2F480F11GOZ6,Illinois,Service,Active,2025-12-06,18
VND00703,Brown and Sons,25PW7ULNW4BIRZ1,Indiana,Manufacturer,Active,2022-09-20,80
VND00704,Watson-Moss,36KKUSZKB5KJ8Z5,Iowa,Trader,Active,2024-01-01,74
VND00705,Nelson-Williams,3675U9IVNLZ54Z6,Alaska,Manufacturer,Active,2022-03-26,64
VND00706,Green-Short,1275L8J7VBN4IZ8,Connecticut,Trader,Active,2024-10-21,55
VND00707,Palmer Ltd,37O6WG5ZIDWNPZ8,Louisiana,Trader,Active,2019-09-03,55
VND00708,Sanchez-Wood,13FRRNS7P6N6YZ2,North Carolina,Manufacturer,Active,2022-01-03,3
VND00709,"Gonzalez, Bradley and Sheppard",14X7LWEDPUDF8Z2,Tennessee,Service,Active,2024-12-19,11
VND00710,Adams-Miller,12ETPFKLOFQ63Z8,Georgia,Manufacturer,Active,2021-07-31,49
VND00711,Williams Ltd,34RQO4L50JYZNZ8,New Jersey,Service,Active,2018-07-26,12
VND00712,Mays-Gamble,37XZ4YKI2O695Z2,Kentucky,Manufacturer,Active,2019-06-25,35
VND00713,Chavez LLC,368GX8OY3DLZ8Z9,Delaware,Service,Active,2022-09-10,33
VND00714,"Evans, Rich and Berg",11N6GXH2KQCTUZ9,New Mexico,Manufacturer,Active,2020-01-05,44
VND00715,Robinson and Sons,13ABZSBPDO374Z6,Montana,Manufacturer,Active,2020-01-10,35
VND00716,Gaines Group,20AFO8IF1VCVGZ1,North Carolina,Manufacturer,Active,2022-10-23,92
VND00717,"Green, Stuart and Allen",30322N5RIQQ1SZ4,Vermont,Service,Active,2021-10-22,43
VND00718,"Doyle, Gonzales and Jones",14PRKWD2CGV1IZ2,Florida,Manufacturer,Active,2020-01-27,96
VND00719,"Lewis, Hines and Ramsey",15CBWXXV45SZGZ7,Minnesota,Service,Active,2020-02-04,51
VND00720,Maddox-Pena,34RXFYUDTPWQGZ9,Mississippi,Manufacturer,Active,2020-01-30,69
VND00721,Williams Ltd,26ZF0BDOKHHJQZ5,Kentucky,Service,Active,2026-02-10,30
VND00722,Pugh-Collins,18F56I6HHI2HJZ4,New York,Manufacturer,Active,2022-09-16,78
VND00723,Ortiz-Nelson,20YKO5GD2AUHOZ5,Kansas,Trader,Active,2021-11-09,22
VND00724,Mcdowell-Jordan,3220EZSHGOAP6Z6,Hawaii,Manufacturer,Active,2019-05-25,67
VND00725,Johnson-Lopez,1007W9123UL79Z5,Idaho,Service,Active,2021-12-21,99
VND00726,"Phillips, Jones and Larson",10J6G63ESRQ2UZ6,Connecticut,Trader,Active,2018-10-02,36
VND00727,Boyer Ltd,17Y521FPU45JEZ1,North Dakota,Service,Active,2024-08-28,10
VND00728,"Porter, Lara and Byrd",35QLKTB560AHIZ9,North Carolina,Trader,Active,2019-07-19,70
VND00729,"Chambers, Stephenson and Cole",31L66NE8P675LZ7,Tennessee,Trader,Active,2025-01-28,38
VND00730,Odonnell-Anderson,23A31SJK58FFGZ5,Nevada,Service,Active,2019-11-10,47
VND00731,Moore-Douglas,20TD8WI7ZE2VEZ9,Wisconsin,Trader,Active,2019-01-30,42
VND00732,Jackson LLC,164GPT5CYYOP4Z2,Louisiana,Trader,Active,2022-09-05,58
VND00733,Cameron-Lowe,378FR4YY6SJSIZ8,Maryland,Manufacturer,Active,2025-06-03,5
VND00734,"Buckley, Keller and Williams",25T05QBRI73H8Z7,Louisiana,Trader,Active,2023-09-03,50
VND00735,Petersen-Mata,37VHYSVB1IZJVZ6,Louisiana,Manufacturer,Active,2024-10-30,67
VND00736,"Novak, Rodriguez and Sherman",3101XNEXWYGI7Z4,North Carolina,Trader,Active,2025-04-17,63
VND00737,"Watson, Guerra and Johnson",22JO4WJKQ84ONZ6,Georgia,Service,Active,2022-07-14,55
VND00738,"Foley, Skinner and Lloyd",22VVPXSKB2L7QZ3,Florida,Trader,Suspended,2018-06-05,56
VND00739,"Charles, Bauer and Scott",234UVUPCUTA2PZ7,South Carolina,Trader,Active,2023-05-17,91
VND00740,"Rivera, Patton and Erickson",18ASSBA5RBJTYZ5,South Carolina,Trader,Active,2024-07-19,46
VND00741,"Conner, Greene and Taylor",22NF2JCGPHI72Z7,Montana,Trader,Active,2024-06-21,17
VND00742,Foster Group,35W2FVTAXLHZCZ8,Arizona,Manufacturer,Active,2019-11-16,63
VND00743,"Lowe, Miller and Brown",17XSS1YPV623LZ7,Oklahoma,Manufacturer,Active,2022-09-06,31
VND00744,Miller-Franklin,24WTPYQ0R8UG9Z4,Indiana,Service,Suspended,2019-06-27,34
VND00745,Williams and Sons,12FF171XMH5VQZ1,Wisconsin,Trader,Cancelled,2021-04-09,47
VND00746,"Brown, Mcdonald and Johnson",31YBRCUWUK3W4Z6,Wyoming,Manufacturer,Active,2023-01-18,33
VND00747,Richmond and Sons,16BA30G6534DAZ2,South Dakota,Service,Active,2018-06-08,41
VND00748,Hurley Inc,18WPRMC6E30SWZ6,Nebraska,Manufacturer,Active,2019-03-24,48
VND00749,Powell Ltd,20P1QES2AOAZMZ9,New York,Trader,Active,2023-01-09,51
VND00750,"Wright, Lee and Walsh",2149J4PVIVJMIZ4,Colorado,Manufacturer,Active,2019-03-04,26
VND00751,"Hughes, Hughes and Cross",26UWPQ5SKXYOLZ3,California,Service,Active,2023-05-28,70
VND00752,"Thornton, Knox and Mccarthy",13RTJ0K4PRO0XZ9,Hawaii,Trader,Active,2021-02-10,40
VND00753,Patel Inc,16TYE58CRXENEZ9,South Dakota,Manufacturer,Active,2020-11-13,59
VND00754,"Weaver, Grant and Grimes",31191A0438MGBZ2,North Carolina,Manufacturer,Active,2018-06-22,56
VND00755,Knapp and Sons,11Z67MEHM53I7Z8,Washington,Manufacturer,Active,2018-08-18,69
VND00756,Brown Inc,1411S6J7DE7PZZ2,New Jersey,Manufacturer,Active,2024-09-30,22
VND00757,Marsh LLC,274DK4F9ZSB25Z5,Maryland,Manufacturer,Active,2018-07-24,74
VND00758,"Turner, Johnson and Meyers",25FCWN70KEDDMZ9,Maine,Manufacturer,Active,2023-08-28,85
VND00759,Morgan-Good,102UOL5OJYE0HZ9,Montana,Service,Active,2021-06-08,18
VND00760,Robertson-Barnett,18Z2KD88L38A5Z4,Oklahoma,Trader,Active,2018-04-11,43
VND00761,"Sanchez, Davis and Jacobs",33L3VILUSQMDEZ1,Rhode Island,Service,Active,2024-07-28,55
VND00762,"Parsons, Davis and White",19R0QGXUXOSMBZ7,North Dakota,Service,Cancelled,2021-05-09,46
VND00763,"Bell, Shah and Whitaker",10MNT54E3LINBZ6,New Jersey,Trader,Suspended,2025-07-29,93
VND00764,Turner-Gonzalez,23ZAMDT0W19FHZ4,Washington,Trader,Active,2023-06-16,48
VND00765,Mitchell-Bennett,20LPOJR4OTMR5Z9,North Dakota,Service,Active,2024-02-03,30
VND00766,Miller-Bird,12TE3JJAAUFBCZ3,Vermont,Service,Active,2025-07-18,84
VND00767,Lee-Francis,36WOUXS7ZUQQEZ7,Wisconsin,Trader,Active,2019-06-13,57
VND00768,"Diaz, Cunningham and Meyer",26J40U5KEBPMCZ9,Washington,Service,Cancelled,2020-09-09,8
VND00769,"Freeman, Williamson and Brown",158YL5JHKVV4SZ6,Rhode Island,Manufacturer,Active,2023-05-03,8
VND00770,Johnson Ltd,32KUQIZD5HH3UZ4,Massachusetts,Trader,Cancelled,2018-11-28,40
VND00771,Watkins-Haynes,141SOZA6M7QCTZ3,Louisiana,Manufacturer,Cancelled,2024-04-15,50
VND00772,Stanton Ltd,30RK6FMIZTK15Z3,West Virginia,Manufacturer,Cancelled,2024-05-04,53
VND00773,Sanchez-Nelson,333ZB7HPYP4O9Z6,Oklahoma,Trader,Active,2023-07-19,97
VND00774,Beck-Hill,253HLXYWQ667VZ5,Nebraska,Trader,Active,2019-09-10,54
VND00775,Delacruz-Avery,15CW4OINFT0YYZ4,Arkansas,Manufacturer,Active,2022-01-30,43
VND00776,Rivera-Ballard,18OPPVBMUIY2QZ4,Montana,Trader,Active,2022-03-28,39
VND00777,Byrd Group,28ZH7GSFMI0STZ2,Ohio,Service,Active,2026-01-26,54
VND00778,Mendez Group,17WU0PPNY66S2Z4,Arizona,Service,Active,2019-06-25,50
VND00779,"Jones, Higgins and Ortiz",11O1UX8AXTPTJZ5,Kansas,Trader,Active,2020-03-31,82
VND00780,Martin Inc,34YH2JGNMK0JZZ9,Louisiana,Trader,Active,2020-10-31,59
VND00781,Malone PLC,15TJOHK44FPLZZ4,Minnesota,Trader,Active,2024-03-23,74
VND00782,Sparks-Rowland,379CHHVJDHRIRZ9,New York,Manufacturer,Active,2019-12-13,65
VND00783,Martin-Johnson,15DBF0A6QQEXPZ2,Oklahoma,Service,Active,2025-06-08,12
VND00784,Jenkins and Sons,25P21DNQMHFZDZ6,Connecticut,Manufacturer,Active,2026-01-17,65
VND00785,Mccullough-Garcia,18T51USKZ6T5MZ9,New Mexico,Service,Active,2018-11-05,63
VND00786,Frye PLC,180I9X659PLIJZ5,Kansas,Manufacturer,Active,2019-01-07,53
VND00787,Tran-Castillo,36CW73BL0TK6XZ3,Alaska,Manufacturer,Active,2021-11-20,34
VND00788,Brennan PLC,23UC81OGC3GZOZ9,Colorado,Trader,Suspended,2020-12-22,90
VND00789,Terry PLC,205KMCWS6JJIZZ2,Idaho,Manufacturer,Active,2019-02-07,73
VND00790,Green-Grant,10OMKRJNMLMPQZ8,Wisconsin,Manufacturer,Suspended,2024-06-05,45
VND00791,Davis-Henderson,11XEJ79VKITCLZ1,Vermont,Manufacturer,Active,2021-02-23,81
VND00792,Huffman Inc,35SXU0GFMXARUZ3,Arkansas,Trader,Active,2024-09-11,23
VND00793,"Gonzalez, Kelly and Ramirez",34WRVJSH392CBZ8,Rhode Island,Service,Active,2023-06-10,71
VND00794,Ford-Reid,20KH1DAXHQAH6Z8,Kansas,Manufacturer,Active,2025-06-22,12
VND00795,Green-Martin,11AQNRI1X5BFLZ4,Illinois,Trader,Active,2021-04-05,95
VND00796,Meyer Group,151I053MPD8SZZ5,Colorado,Trader,Cancelled,2021-02-17,93
VND00797,Lawson-Gray,14GUSQD0XVXGVZ2,Florida,Service,Active,2025-04-12,31
VND00798,Miller LLC,15JV2FOOQ2ES9Z7,Florida,Manufacturer,Active,2024-09-14,71
VND00799,Williamson-Harding,248OQGENX3Y3GZ7,New Hampshire,Trader,Suspended,2025-09-26,44
VND00800,Sims-Garcia,24V3KL10W54YQZ2,New York,Manufacturer,Active,2021-02-11,47
VND00801,"Wilkerson, Chavez and Taylor",297RUCGLC69IPZ3,Hawaii,Service,Active,2021-08-07,50
VND00802,"Young, Mcintyre and Cook",352QUZILZRSRFZ5,Montana,Manufacturer,Active,2019-09-08,47
VND00803,"Green, Williams and Gilbert",33LJONGS3XKBGZ3,Ohio,Service,Active,2023-04-23,33
